filename,actually_vulnerable,semgrep_found,type
BenchmarkTest01074.java,False,False,TN (True Negative)
BenchmarkTest01075.java,False,False,TN (True Negative)
BenchmarkTest01076.java,False,False,TN (True Negative)
BenchmarkTest01077.java,False,False,TN (True Negative)
BenchmarkTest01078.java,False,False,TN (True Negative)
BenchmarkTest01079.java,False,False,TN (True Negative)
BenchmarkTest01080.java,False,True,FP (False Positive)
BenchmarkTest01081.java,True,True,TP (True Positive)
BenchmarkTest01082.java,True,True,TP (True Positive)
BenchmarkTest01083.java,True,True,TP (True Positive)
BenchmarkTest01084.java,True,True,TP (True Positive)
BenchmarkTest01085.java,False,True,FP (False Positive)
BenchmarkTest01086.java,False,True,FP (False Positive)
BenchmarkTest01087.java,True,True,TP (True Positive)
BenchmarkTest01088.java,True,True,TP (True Positive)
BenchmarkTest01089.java,False,True,FP (False Positive)
BenchmarkTest01090.java,True,True,TP (True Positive)
BenchmarkTest01091.java,True,True,TP (True Positive)
BenchmarkTest01092.java,False,True,FP (False Positive)
BenchmarkTest01093.java,True,True,TP (True Positive)
BenchmarkTest01094.java,True,True,TP (True Positive)
BenchmarkTest01095.java,False,True,FP (False Positive)
BenchmarkTest01096.java,False,True,FP (False Positive)
BenchmarkTest01097.java,True,True,TP (True Positive)
BenchmarkTest01098.java,False,True,FP (False Positive)
BenchmarkTest01099.java,True,True,TP (True Positive)
BenchmarkTest01100.java,False,False,TN (True Negative)
BenchmarkTest01101.java,False,False,TN (True Negative)
BenchmarkTest01102.java,True,True,TP (True Positive)
BenchmarkTest01103.java,True,True,TP (True Positive)
BenchmarkTest01104.java,False,False,TN (True Negative)
BenchmarkTest01105.java,True,True,TP (True Positive)
BenchmarkTest01106.java,True,True,TP (True Positive)
BenchmarkTest01107.java,True,True,TP (True Positive)
BenchmarkTest01108.java,False,False,TN (True Negative)
BenchmarkTest01109.java,False,True,FP (False Positive)
BenchmarkTest01110.java,False,True,FP (False Positive)
BenchmarkTest01111.java,True,True,TP (True Positive)
BenchmarkTest01112.java,True,True,TP (True Positive)
BenchmarkTest01113.java,False,True,FP (False Positive)
BenchmarkTest01114.java,False,True,FP (False Positive)
BenchmarkTest01115.java,False,True,FP (False Positive)
BenchmarkTest01116.java,True,True,TP (True Positive)
BenchmarkTest01117.java,True,True,TP (True Positive)
BenchmarkTest01118.java,False,False,TN (True Negative)
BenchmarkTest01119.java,True,True,TP (True Positive)
BenchmarkTest01120.java,False,False,TN (True Negative)
BenchmarkTest01121.java,False,False,TN (True Negative)
BenchmarkTest01122.java,False,False,TN (True Negative)
BenchmarkTest01123.java,True,True,TP (True Positive)
BenchmarkTest01124.java,True,False,FN (False Negative)
BenchmarkTest01125.java,False,False,TN (True Negative)
BenchmarkTest01126.java,False,False,TN (True Negative)
BenchmarkTest01127.java,True,True,TP (True Positive)
BenchmarkTest01128.java,True,True,TP (True Positive)
BenchmarkTest01129.java,True,True,TP (True Positive)
BenchmarkTest01130.java,True,True,TP (True Positive)
BenchmarkTest01131.java,True,True,TP (True Positive)
BenchmarkTest01132.java,True,True,TP (True Positive)
BenchmarkTest01133.java,True,True,TP (True Positive)
BenchmarkTest01134.java,True,True,TP (True Positive)
BenchmarkTest01135.java,False,False,TN (True Negative)
BenchmarkTest01136.java,False,False,TN (True Negative)
BenchmarkTest01137.java,False,False,TN (True Negative)
BenchmarkTest01138.java,False,False,TN (True Negative)
BenchmarkTest01139.java,False,False,TN (True Negative)
BenchmarkTest01140.java,False,False,TN (True Negative)
BenchmarkTest01141.java,False,False,TN (True Negative)
BenchmarkTest01142.java,False,True,FP (False Positive)
BenchmarkTest01143.java,True,True,TP (True Positive)
BenchmarkTest01144.java,False,True,FP (False Positive)
BenchmarkTest01145.java,False,True,FP (False Positive)
BenchmarkTest01146.java,False,True,FP (False Positive)
BenchmarkTest01147.java,False,False,TN (True Negative)
BenchmarkTest01148.java,True,True,TP (True Positive)
BenchmarkTest01149.java,True,True,TP (True Positive)
BenchmarkTest01150.java,True,True,TP (True Positive)
BenchmarkTest01151.java,False,False,TN (True Negative)
BenchmarkTest01152.java,False,False,TN (True Negative)
BenchmarkTest01153.java,False,False,TN (True Negative)
BenchmarkTest01154.java,False,True,FP (False Positive)
BenchmarkTest01155.java,True,True,TP (True Positive)
BenchmarkTest01156.java,True,True,TP (True Positive)
BenchmarkTest01157.java,True,True,TP (True Positive)
BenchmarkTest01158.java,False,True,FP (False Positive)
BenchmarkTest01159.java,False,True,FP (False Positive)
BenchmarkTest01160.java,False,True,FP (False Positive)
BenchmarkTest01161.java,True,True,TP (True Positive)
BenchmarkTest01162.java,True,True,TP (True Positive)
BenchmarkTest01163.java,True,True,TP (True Positive)
BenchmarkTest01164.java,False,False,TN (True Negative)
BenchmarkTest01165.java,True,True,TP (True Positive)
BenchmarkTest01166.java,True,True,TP (True Positive)
BenchmarkTest01167.java,True,True,TP (True Positive)
BenchmarkTest01168.java,True,False,FN (False Negative)
BenchmarkTest01169.java,False,False,TN (True Negative)
BenchmarkTest01170.java,False,False,TN (True Negative)
BenchmarkTest01171.java,True,True,TP (True Positive)
BenchmarkTest01172.java,True,True,TP (True Positive)
BenchmarkTest01173.java,True,True,TP (True Positive)
BenchmarkTest01174.java,True,True,TP (True Positive)
BenchmarkTest01175.java,False,True,FP (False Positive)
BenchmarkTest01176.java,False,True,FP (False Positive)
BenchmarkTest01177.java,True,True,TP (True Positive)
BenchmarkTest01178.java,True,True,TP (True Positive)
BenchmarkTest01179.java,True,True,TP (True Positive)
BenchmarkTest01180.java,False,True,FP (False Positive)
BenchmarkTest01181.java,True,True,TP (True Positive)
BenchmarkTest01182.java,False,True,FP (False Positive)
BenchmarkTest01183.java,True,True,TP (True Positive)
BenchmarkTest01184.java,True,True,TP (True Positive)
BenchmarkTest01185.java,True,True,TP (True Positive)
BenchmarkTest01186.java,True,True,TP (True Positive)
BenchmarkTest01187.java,True,True,TP (True Positive)
BenchmarkTest01188.java,False,True,FP (False Positive)
BenchmarkTest01189.java,False,True,FP (False Positive)
BenchmarkTest01190.java,True,True,TP (True Positive)
BenchmarkTest01191.java,True,True,TP (True Positive)
BenchmarkTest01192.java,True,True,TP (True Positive)
BenchmarkTest01193.java,False,True,FP (False Positive)
BenchmarkTest01194.java,True,True,TP (True Positive)
BenchmarkTest01195.java,False,False,TN (True Negative)
BenchmarkTest01196.java,False,False,TN (True Negative)
BenchmarkTest01197.java,False,False,TN (True Negative)
BenchmarkTest01198.java,False,False,TN (True Negative)
BenchmarkTest01199.java,False,False,TN (True Negative)
BenchmarkTest01200.java,False,False,TN (True Negative)
BenchmarkTest01201.java,False,False,TN (True Negative)
BenchmarkTest01202.java,False,False,TN (True Negative)
BenchmarkTest01203.java,True,True,TP (True Positive)
BenchmarkTest01204.java,True,True,TP (True Positive)
BenchmarkTest01205.java,False,True,FP (False Positive)
BenchmarkTest01206.java,True,True,TP (True Positive)
BenchmarkTest01207.java,False,True,FP (False Positive)
BenchmarkTest01208.java,True,True,TP (True Positive)
BenchmarkTest01209.java,True,True,TP (True Positive)
BenchmarkTest01210.java,True,True,TP (True Positive)
BenchmarkTest01211.java,True,True,TP (True Positive)
BenchmarkTest01212.java,False,True,FP (False Positive)
BenchmarkTest01213.java,False,True,FP (False Positive)
BenchmarkTest01214.java,True,True,TP (True Positive)
BenchmarkTest01215.java,False,True,FP (False Positive)
BenchmarkTest01216.java,False,True,FP (False Positive)
BenchmarkTest01217.java,False,True,FP (False Positive)
BenchmarkTest01218.java,False,True,FP (False Positive)
BenchmarkTest01219.java,False,True,FP (False Positive)
BenchmarkTest01220.java,False,True,FP (False Positive)
BenchmarkTest01221.java,True,True,TP (True Positive)
BenchmarkTest01222.java,True,True,TP (True Positive)
BenchmarkTest01223.java,True,True,TP (True Positive)
BenchmarkTest01224.java,True,True,TP (True Positive)
BenchmarkTest01225.java,False,True,FP (False Positive)
BenchmarkTest01226.java,False,False,TN (True Negative)
BenchmarkTest01227.java,False,False,TN (True Negative)
BenchmarkTest01228.java,True,True,TP (True Positive)
BenchmarkTest01229.java,True,True,TP (True Positive)
BenchmarkTest01230.java,True,True,TP (True Positive)
BenchmarkTest01231.java,True,True,TP (True Positive)
BenchmarkTest01232.java,True,True,TP (True Positive)
BenchmarkTest01233.java,False,True,FP (False Positive)
BenchmarkTest01234.java,True,True,TP (True Positive)
BenchmarkTest01235.java,True,True,TP (True Positive)
BenchmarkTest01236.java,True,True,TP (True Positive)
BenchmarkTest01237.java,False,True,FP (False Positive)
BenchmarkTest01238.java,True,True,TP (True Positive)
BenchmarkTest01239.java,False,True,FP (False Positive)
BenchmarkTest01240.java,False,True,FP (False Positive)
BenchmarkTest01241.java,True,True,TP (True Positive)
BenchmarkTest01242.java,True,True,TP (True Positive)
BenchmarkTest01243.java,True,True,TP (True Positive)
BenchmarkTest01244.java,True,True,TP (True Positive)
BenchmarkTest01245.java,False,False,TN (True Negative)
BenchmarkTest01246.java,True,True,TP (True Positive)
BenchmarkTest01247.java,True,True,TP (True Positive)
BenchmarkTest01248.java,True,False,FN (False Negative)
BenchmarkTest01249.java,False,False,TN (True Negative)
BenchmarkTest01250.java,False,False,TN (True Negative)
BenchmarkTest01251.java,False,True,FP (False Positive)
BenchmarkTest01252.java,False,True,FP (False Positive)
BenchmarkTest01253.java,True,True,TP (True Positive)
BenchmarkTest01254.java,True,True,TP (True Positive)
BenchmarkTest01255.java,False,True,FP (False Positive)
BenchmarkTest01256.java,False,True,FP (False Positive)
BenchmarkTest01257.java,True,True,TP (True Positive)
BenchmarkTest01258.java,True,True,TP (True Positive)
BenchmarkTest01259.java,True,True,TP (True Positive)
BenchmarkTest01260.java,True,True,TP (True Positive)
BenchmarkTest01261.java,True,True,TP (True Positive)
BenchmarkTest01262.java,True,True,TP (True Positive)
BenchmarkTest01263.java,True,True,TP (True Positive)
BenchmarkTest01264.java,False,True,FP (False Positive)
BenchmarkTest01265.java,False,True,FP (False Positive)
BenchmarkTest01266.java,True,True,TP (True Positive)
BenchmarkTest01267.java,True,True,TP (True Positive)
BenchmarkTest01268.java,True,True,TP (True Positive)
BenchmarkTest01269.java,False,True,FP (False Positive)
BenchmarkTest01270.java,True,True,TP (True Positive)
BenchmarkTest01271.java,True,True,TP (True Positive)
BenchmarkTest01272.java,True,True,TP (True Positive)
BenchmarkTest01273.java,True,True,TP (True Positive)
BenchmarkTest01274.java,True,True,TP (True Positive)
BenchmarkTest01275.java,True,True,TP (True Positive)
BenchmarkTest01276.java,True,True,TP (True Positive)
BenchmarkTest01277.java,True,True,TP (True Positive)
BenchmarkTest01278.java,True,True,TP (True Positive)
BenchmarkTest01279.java,True,True,TP (True Positive)
BenchmarkTest01280.java,True,True,TP (True Positive)
BenchmarkTest01281.java,True,True,TP (True Positive)
BenchmarkTest01282.java,True,True,TP (True Positive)
BenchmarkTest01283.java,True,True,TP (True Positive)
BenchmarkTest01284.java,True,True,TP (True Positive)
BenchmarkTest01285.java,True,True,TP (True Positive)
BenchmarkTest01286.java,True,True,TP (True Positive)
BenchmarkTest01287.java,True,True,TP (True Positive)
BenchmarkTest01288.java,True,True,TP (True Positive)
BenchmarkTest01289.java,False,True,FP (False Positive)
BenchmarkTest01290.java,False,True,FP (False Positive)
BenchmarkTest01291.java,False,False,TN (True Negative)
BenchmarkTest01292.java,False,False,TN (True Negative)
BenchmarkTest01293.java,False,False,TN (True Negative)
BenchmarkTest01294.java,False,False,TN (True Negative)
BenchmarkTest01295.java,False,False,TN (True Negative)
BenchmarkTest01296.java,False,False,TN (True Negative)
BenchmarkTest01297.java,False,False,TN (True Negative)
BenchmarkTest01298.java,False,False,TN (True Negative)
BenchmarkTest01299.java,True,True,TP (True Positive)
BenchmarkTest01300.java,False,True,FP (False Positive)
BenchmarkTest01301.java,False,True,FP (False Positive)
BenchmarkTest01302.java,True,True,TP (True Positive)
BenchmarkTest01303.java,False,True,FP (False Positive)
BenchmarkTest01304.java,True,True,TP (True Positive)
BenchmarkTest01305.java,False,True,FP (False Positive)
BenchmarkTest01306.java,True,True,TP (True Positive)
BenchmarkTest01307.java,False,True,FP (False Positive)
BenchmarkTest01308.java,True,True,TP (True Positive)
BenchmarkTest01309.java,False,True,FP (False Positive)
BenchmarkTest01310.java,False,True,FP (False Positive)
BenchmarkTest01311.java,True,True,TP (True Positive)
BenchmarkTest01312.java,True,True,TP (True Positive)
BenchmarkTest01313.java,True,True,TP (True Positive)
BenchmarkTest01314.java,True,True,TP (True Positive)
BenchmarkTest01315.java,False,True,FP (False Positive)
BenchmarkTest01316.java,True,True,TP (True Positive)
BenchmarkTest01317.java,True,True,TP (True Positive)
BenchmarkTest01318.java,True,True,TP (True Positive)
BenchmarkTest01319.java,False,False,TN (True Negative)
BenchmarkTest01320.java,True,True,TP (True Positive)
BenchmarkTest01321.java,False,False,TN (True Negative)
BenchmarkTest01322.java,True,True,TP (True Positive)
BenchmarkTest01323.java,True,True,TP (True Positive)
BenchmarkTest01324.java,False,False,TN (True Negative)
BenchmarkTest01325.java,True,True,TP (True Positive)
BenchmarkTest01326.java,True,True,TP (True Positive)
BenchmarkTest01327.java,False,True,FP (False Positive)
BenchmarkTest01328.java,False,True,FP (False Positive)
BenchmarkTest01329.java,True,True,TP (True Positive)
BenchmarkTest01330.java,True,True,TP (True Positive)
BenchmarkTest01331.java,False,True,FP (False Positive)
BenchmarkTest01332.java,False,False,TN (True Negative)
BenchmarkTest01333.java,True,True,TP (True Positive)
BenchmarkTest01334.java,True,True,TP (True Positive)
BenchmarkTest01335.java,True,True,TP (True Positive)
BenchmarkTest01336.java,False,True,FP (False Positive)
BenchmarkTest01337.java,True,True,TP (True Positive)
BenchmarkTest01338.java,False,True,FP (False Positive)
BenchmarkTest01339.java,False,True,FP (False Positive)
BenchmarkTest01340.java,False,True,FP (False Positive)
BenchmarkTest01341.java,False,True,FP (False Positive)
BenchmarkTest01342.java,False,True,FP (False Positive)
BenchmarkTest01343.java,False,True,FP (False Positive)
BenchmarkTest01344.java,False,True,FP (False Positive)
BenchmarkTest01345.java,False,True,FP (False Positive)
BenchmarkTest01346.java,True,True,TP (True Positive)
BenchmarkTest01347.java,True,True,TP (True Positive)
BenchmarkTest01348.java,False,True,FP (False Positive)
BenchmarkTest01349.java,True,True,TP (True Positive)
BenchmarkTest01350.java,True,True,TP (True Positive)
BenchmarkTest01351.java,False,True,FP (False Positive)
BenchmarkTest01352.java,False,True,FP (False Positive)
BenchmarkTest01353.java,False,True,FP (False Positive)
BenchmarkTest01354.java,True,True,TP (True Positive)
BenchmarkTest01355.java,True,True,TP (True Positive)
BenchmarkTest01356.java,True,True,TP (True Positive)
BenchmarkTest01357.java,True,True,TP (True Positive)
BenchmarkTest01358.java,True,True,TP (True Positive)
BenchmarkTest01359.java,False,False,TN (True Negative)
BenchmarkTest01360.java,True,True,TP (True Positive)
BenchmarkTest01361.java,True,True,TP (True Positive)
BenchmarkTest01362.java,True,True,TP (True Positive)
BenchmarkTest01363.java,True,True,TP (True Positive)
BenchmarkTest01364.java,False,True,FP (False Positive)
BenchmarkTest01365.java,False,True,FP (False Positive)
BenchmarkTest01366.java,False,False,TN (True Negative)
BenchmarkTest01367.java,False,False,TN (True Negative)
BenchmarkTest01368.java,False,False,TN (True Negative)
BenchmarkTest01369.java,False,False,TN (True Negative)
BenchmarkTest01370.java,False,False,TN (True Negative)
BenchmarkTest01371.java,False,False,TN (True Negative)
BenchmarkTest01372.java,False,False,TN (True Negative)
BenchmarkTest01373.java,False,False,TN (True Negative)
BenchmarkTest01374.java,True,True,TP (True Positive)
BenchmarkTest01375.java,True,True,TP (True Positive)
BenchmarkTest01376.java,True,True,TP (True Positive)
BenchmarkTest01377.java,False,True,FP (False Positive)
BenchmarkTest01378.java,False,True,FP (False Positive)
BenchmarkTest01379.java,True,True,TP (True Positive)
BenchmarkTest01380.java,False,True,FP (False Positive)
BenchmarkTest01381.java,True,True,TP (True Positive)
BenchmarkTest01382.java,True,True,TP (True Positive)
BenchmarkTest01383.java,True,True,TP (True Positive)
BenchmarkTest01384.java,True,True,TP (True Positive)
BenchmarkTest01385.java,False,True,FP (False Positive)
BenchmarkTest01386.java,False,True,FP (False Positive)
BenchmarkTest01387.java,False,True,FP (False Positive)
BenchmarkTest01388.java,True,True,TP (True Positive)
BenchmarkTest01389.java,False,True,FP (False Positive)
BenchmarkTest01390.java,True,True,TP (True Positive)
BenchmarkTest01391.java,True,True,TP (True Positive)
BenchmarkTest01392.java,False,True,FP (False Positive)
BenchmarkTest01393.java,False,True,FP (False Positive)
BenchmarkTest01394.java,True,True,TP (True Positive)
BenchmarkTest01395.java,True,True,TP (True Positive)
BenchmarkTest01396.java,True,True,TP (True Positive)
BenchmarkTest01397.java,False,True,FP (False Positive)
BenchmarkTest01398.java,True,True,TP (True Positive)
BenchmarkTest01399.java,False,False,TN (True Negative)
BenchmarkTest01400.java,False,False,TN (True Negative)
BenchmarkTest01401.java,False,False,TN (True Negative)
BenchmarkTest01402.java,False,True,FP (False Positive)
BenchmarkTest01403.java,True,True,TP (True Positive)
BenchmarkTest01404.java,False,True,FP (False Positive)
BenchmarkTest01405.java,True,True,TP (True Positive)
BenchmarkTest01406.java,False,True,FP (False Positive)
BenchmarkTest01407.java,False,True,FP (False Positive)
BenchmarkTest01408.java,True,True,TP (True Positive)
BenchmarkTest01409.java,False,False,TN (True Negative)
BenchmarkTest01410.java,False,False,TN (True Negative)
BenchmarkTest01411.java,True,True,TP (True Positive)
BenchmarkTest01412.java,False,False,TN (True Negative)
BenchmarkTest01413.java,False,False,TN (True Negative)
BenchmarkTest01414.java,True,False,FN (False Negative)
BenchmarkTest01415.java,True,False,FN (False Negative)
BenchmarkTest01416.java,True,False,FN (False Negative)
BenchmarkTest01417.java,True,True,TP (True Positive)
BenchmarkTest01418.java,True,True,TP (True Positive)
BenchmarkTest01419.java,False,True,FP (False Positive)
BenchmarkTest01420.java,False,True,FP (False Positive)
BenchmarkTest01421.java,False,True,FP (False Positive)
BenchmarkTest01422.java,False,True,FP (False Positive)
BenchmarkTest01423.java,True,True,TP (True Positive)
BenchmarkTest01424.java,True,True,TP (True Positive)
BenchmarkTest01425.java,False,True,FP (False Positive)
BenchmarkTest01426.java,True,True,TP (True Positive)
BenchmarkTest01427.java,True,True,TP (True Positive)
BenchmarkTest01428.java,True,True,TP (True Positive)
BenchmarkTest01429.java,True,True,TP (True Positive)
BenchmarkTest01430.java,True,True,TP (True Positive)
BenchmarkTest01431.java,True,True,TP (True Positive)
BenchmarkTest01432.java,True,True,TP (True Positive)
BenchmarkTest01433.java,True,True,TP (True Positive)
BenchmarkTest01434.java,True,True,TP (True Positive)
BenchmarkTest01435.java,True,True,TP (True Positive)
BenchmarkTest01436.java,False,False,TN (True Negative)
BenchmarkTest01437.java,True,True,TP (True Positive)
BenchmarkTest01438.java,True,True,TP (True Positive)
BenchmarkTest01439.java,False,True,FP (False Positive)
BenchmarkTest01440.java,False,True,FP (False Positive)
BenchmarkTest01441.java,True,True,TP (True Positive)
BenchmarkTest01442.java,True,True,TP (True Positive)
BenchmarkTest01443.java,False,True,FP (False Positive)
BenchmarkTest01444.java,False,True,FP (False Positive)
BenchmarkTest01445.java,False,True,FP (False Positive)
BenchmarkTest01446.java,True,True,TP (True Positive)
BenchmarkTest01447.java,False,False,TN (True Negative)
BenchmarkTest01448.java,False,False,TN (True Negative)
BenchmarkTest01449.java,False,False,TN (True Negative)
BenchmarkTest01450.java,False,False,TN (True Negative)
BenchmarkTest01451.java,False,False,TN (True Negative)
BenchmarkTest01452.java,False,False,TN (True Negative)
BenchmarkTest01453.java,False,False,TN (True Negative)
BenchmarkTest01454.java,False,True,FP (False Positive)
BenchmarkTest01455.java,True,True,TP (True Positive)
BenchmarkTest01456.java,True,True,TP (True Positive)
BenchmarkTest01457.java,True,True,TP (True Positive)
BenchmarkTest01458.java,True,True,TP (True Positive)
BenchmarkTest01459.java,False,True,FP (False Positive)
BenchmarkTest01460.java,True,True,TP (True Positive)
BenchmarkTest01461.java,False,True,FP (False Positive)
BenchmarkTest01462.java,True,True,TP (True Positive)
BenchmarkTest01463.java,True,True,TP (True Positive)
BenchmarkTest01464.java,True,True,TP (True Positive)
BenchmarkTest01465.java,True,True,TP (True Positive)
BenchmarkTest01466.java,True,True,TP (True Positive)
BenchmarkTest01467.java,False,True,FP (False Positive)
BenchmarkTest01468.java,False,True,FP (False Positive)
BenchmarkTest01469.java,False,True,FP (False Positive)
BenchmarkTest01470.java,True,True,TP (True Positive)
BenchmarkTest01471.java,True,True,TP (True Positive)
BenchmarkTest01472.java,False,True,FP (False Positive)
BenchmarkTest01473.java,True,True,TP (True Positive)
BenchmarkTest01474.java,True,True,TP (True Positive)
BenchmarkTest01475.java,True,True,TP (True Positive)
BenchmarkTest01476.java,True,True,TP (True Positive)
BenchmarkTest01477.java,True,True,TP (True Positive)
BenchmarkTest01478.java,True,True,TP (True Positive)
BenchmarkTest01479.java,False,True,FP (False Positive)
BenchmarkTest01480.java,True,True,TP (True Positive)
BenchmarkTest01481.java,False,False,TN (True Negative)
BenchmarkTest01482.java,False,False,TN (True Negative)
BenchmarkTest01483.java,True,True,TP (True Positive)
BenchmarkTest01484.java,True,True,TP (True Positive)
BenchmarkTest01485.java,False,False,TN (True Negative)
BenchmarkTest01486.java,True,True,TP (True Positive)
BenchmarkTest01487.java,False,False,TN (True Negative)
BenchmarkTest01488.java,False,False,TN (True Negative)
BenchmarkTest01489.java,True,True,TP (True Positive)
BenchmarkTest01490.java,True,True,TP (True Positive)
BenchmarkTest01491.java,False,True,FP (False Positive)
BenchmarkTest01492.java,False,True,FP (False Positive)
BenchmarkTest01493.java,False,True,FP (False Positive)
BenchmarkTest01494.java,True,True,TP (True Positive)
BenchmarkTest01495.java,True,True,TP (True Positive)
BenchmarkTest01496.java,True,True,TP (True Positive)
BenchmarkTest01497.java,True,True,TP (True Positive)
BenchmarkTest01498.java,True,True,TP (True Positive)
BenchmarkTest01499.java,False,True,FP (False Positive)
BenchmarkTest01500.java,True,False,FN (False Negative)
BenchmarkTest01501.java,True,True,TP (True Positive)
BenchmarkTest01502.java,True,True,TP (True Positive)
BenchmarkTest01503.java,True,True,TP (True Positive)
BenchmarkTest01504.java,True,True,TP (True Positive)
BenchmarkTest01505.java,True,False,FN (False Negative)
BenchmarkTest01506.java,True,False,FN (False Negative)
BenchmarkTest01507.java,True,False,FN (False Negative)
BenchmarkTest01508.java,False,False,TN (True Negative)
BenchmarkTest01509.java,True,False,FN (False Negative)
BenchmarkTest01510.java,True,False,FN (False Negative)
BenchmarkTest01511.java,True,False,FN (False Negative)
BenchmarkTest01512.java,True,False,FN (False Negative)
BenchmarkTest01513.java,False,False,TN (True Negative)
BenchmarkTest01514.java,False,False,TN (True Negative)
BenchmarkTest01515.java,False,False,TN (True Negative)
BenchmarkTest01516.java,False,True,FP (False Positive)
BenchmarkTest01517.java,True,True,TP (True Positive)
BenchmarkTest01518.java,True,True,TP (True Positive)
BenchmarkTest01519.java,True,True,TP (True Positive)
BenchmarkTest01520.java,True,True,TP (True Positive)
BenchmarkTest01521.java,True,True,TP (True Positive)
BenchmarkTest01522.java,False,False,TN (True Negative)
BenchmarkTest01523.java,False,False,TN (True Negative)
BenchmarkTest01524.java,False,False,TN (True Negative)
BenchmarkTest01525.java,True,False,FN (False Negative)
BenchmarkTest01526.java,False,True,FP (False Positive)
BenchmarkTest01527.java,False,True,FP (False Positive)
BenchmarkTest01528.java,False,True,FP (False Positive)
BenchmarkTest01529.java,False,True,FP (False Positive)
BenchmarkTest01530.java,False,True,FP (False Positive)
BenchmarkTest01531.java,True,True,TP (True Positive)
BenchmarkTest01532.java,False,True,FP (False Positive)
BenchmarkTest01533.java,True,True,TP (True Positive)
BenchmarkTest01534.java,False,False,TN (True Negative)
BenchmarkTest01535.java,False,False,TN (True Negative)
BenchmarkTest01536.java,False,False,TN (True Negative)
BenchmarkTest01537.java,False,False,TN (True Negative)
BenchmarkTest01538.java,False,False,TN (True Negative)
BenchmarkTest01539.java,False,False,TN (True Negative)
BenchmarkTest01540.java,False,False,TN (True Negative)
BenchmarkTest01541.java,False,False,TN (True Negative)
BenchmarkTest01542.java,False,False,TN (True Negative)
BenchmarkTest01543.java,False,False,TN (True Negative)
BenchmarkTest01544.java,False,False,TN (True Negative)
BenchmarkTest01545.java,False,False,TN (True Negative)
BenchmarkTest01546.java,True,False,FN (False Negative)
BenchmarkTest01547.java,True,False,FN (False Negative)
BenchmarkTest01548.java,True,False,FN (False Negative)
BenchmarkTest01549.java,True,False,FN (False Negative)
BenchmarkTest01550.java,True,False,FN (False Negative)
BenchmarkTest01551.java,True,False,FN (False Negative)
BenchmarkTest01552.java,True,False,FN (False Negative)
BenchmarkTest01553.java,False,False,TN (True Negative)
BenchmarkTest01554.java,True,False,FN (False Negative)
BenchmarkTest01555.java,False,False,TN (True Negative)
BenchmarkTest01556.java,False,False,TN (True Negative)
BenchmarkTest01557.java,True,True,TP (True Positive)
BenchmarkTest01558.java,True,True,TP (True Positive)
BenchmarkTest01559.java,True,True,TP (True Positive)
BenchmarkTest01560.java,True,True,TP (True Positive)
BenchmarkTest01561.java,True,False,FN (False Negative)
BenchmarkTest01562.java,False,False,TN (True Negative)
BenchmarkTest01563.java,False,False,TN (True Negative)
BenchmarkTest01564.java,False,False,TN (True Negative)
BenchmarkTest01565.java,True,True,TP (True Positive)
BenchmarkTest01566.java,True,True,TP (True Positive)
BenchmarkTest01567.java,False,False,TN (True Negative)
BenchmarkTest01568.java,True,True,TP (True Positive)
BenchmarkTest01569.java,False,True,FP (False Positive)
BenchmarkTest01570.java,False,True,FP (False Positive)
BenchmarkTest01571.java,True,True,TP (True Positive)
BenchmarkTest01572.java,True,True,TP (True Positive)
BenchmarkTest01573.java,False,True,FP (False Positive)
BenchmarkTest01574.java,False,True,FP (False Positive)
BenchmarkTest01575.java,True,True,TP (True Positive)
BenchmarkTest01576.java,False,False,TN (True Negative)
BenchmarkTest01577.java,True,True,TP (True Positive)
BenchmarkTest01578.java,False,False,TN (True Negative)
BenchmarkTest01579.java,True,False,FN (False Negative)
BenchmarkTest01580.java,True,False,FN (False Negative)
BenchmarkTest01581.java,False,False,TN (True Negative)
BenchmarkTest01582.java,False,False,TN (True Negative)
BenchmarkTest01583.java,True,True,TP (True Positive)
BenchmarkTest01584.java,True,True,TP (True Positive)
BenchmarkTest01585.java,False,True,FP (False Positive)
BenchmarkTest01586.java,False,True,FP (False Positive)
BenchmarkTest01587.java,True,True,TP (True Positive)
BenchmarkTest01588.java,False,True,FP (False Positive)
BenchmarkTest01589.java,True,True,TP (True Positive)
BenchmarkTest01590.java,True,True,TP (True Positive)
BenchmarkTest01591.java,False,True,FP (False Positive)
BenchmarkTest01592.java,True,True,TP (True Positive)
BenchmarkTest01593.java,False,True,FP (False Positive)
BenchmarkTest01594.java,True,True,TP (True Positive)
BenchmarkTest01595.java,False,True,FP (False Positive)
BenchmarkTest01596.java,True,True,TP (True Positive)
BenchmarkTest01597.java,True,True,TP (True Positive)
BenchmarkTest01598.java,True,True,TP (True Positive)
BenchmarkTest01599.java,False,True,FP (False Positive)
BenchmarkTest01600.java,False,True,FP (False Positive)
BenchmarkTest01601.java,True,True,TP (True Positive)
BenchmarkTest01602.java,True,True,TP (True Positive)
BenchmarkTest01603.java,True,True,TP (True Positive)
BenchmarkTest01604.java,False,False,TN (True Negative)
BenchmarkTest01605.java,False,False,TN (True Negative)
BenchmarkTest01606.java,False,True,FP (False Positive)
BenchmarkTest01607.java,False,True,FP (False Positive)
BenchmarkTest01608.java,False,True,FP (False Positive)
BenchmarkTest01609.java,True,True,TP (True Positive)
BenchmarkTest01610.java,True,True,TP (True Positive)
